Species,Family,FishGroups,EnglishName,KiswahiliName,Bycatch,Price_KSHPerkg,FunGr_Diet,TrophLevel,SE_TrophLevel,Vulnerability,Lmat_cm,Lopt_cm,Linf_cm,SizeCategory,Diet,Mobility,Active,Schooling,Position,TempPrefMin_degC,TempPrefMean_degC,TempPrefMax_degC,Calcium_mgPer100g,Calicum_L95,Calcium_U95,Iron_mgPer100g,Iron_L95,Iron_U95,Omega3_gPer100g,Omega3_L95,Omega3_U95,Protein_gPer100g,Protein_L95,Protein_U95,VitaminA_ugPer100g,VitaminA_L95,VitaminA_U95,Selenium_ugPer100g,Selenium_L95,Selenium_U95,Zinc_mgPer100g,Zinc_L95,Zinc_U95,Source,Notes
Parupeneus cyclostomus,Mullidae,Goatfishes,Yellowsaddle goatfish,Mkundaji,No,160,Pisc-Macro-Invert,4.08,0.71,36.98,15.21810982,17.74424826,29.65871555,S5,Carnivorous,Mob,Day,Sol,Bottom,24.5,27.8,29,26.84700263,13.08385429,57.10998672,0.312269826,0.15720297,0.652180669,0.136988688,0.073515684,0.260737497,18.35506435,15.16418557,21.24969284,459.9348893,69.52608684,2019.119689,64.97099098,26.85880249,146.9881207,0.418333971,0.245228644,0.858424974,Galligan,
Parupeneus heptacanthus,Mullidae,Goatfishes,Redspot goatfish,Mkundaji,Yes,160,Predator,3.86,0.6,38,17.11021365,20.36774732,34.36767317,S4,Mobile Inverts,Mob,Day,SmallG,Bottom,23.2,27.2,28.1,40.79237168,17.27238517,93.91459333,0.364588546,0.171302354,0.847818173,0.243479637,0.107722354,0.536847189,16.8953995,13.65964358,19.84358193,408.2765682,56.26365497,2135.451692,53.6549974,21.33459395,143.5604685,0.748832321,0.419996726,1.611640789,Galligan,
Parupeneus indicus,Mullidae,Goatfishes,Indian goatfish,Mkundaji,No,160,Invert-Micro,3.5,0.37,35.64,15.21810982,17.74424826,29.65871555,S4,Mobile Inverts,Mob,Day,SmallG,Bottom,26.2,28.2,29,40.06804678,17.02928396,92.09584333,0.382556633,0.178740014,0.875743277,0.239226632,0.107513036,0.533310272,17.10748133,13.87137857,20.03379814,294.0428803,40.71933234,1443.07728,60.58977643,24.36963401,159.7901524,0.695950045,0.390121649,1.507533571,Galligan,
Parupeneus macronemus,Mullidae,Goatfishes,Longbarbel goatfish,Mkundaji,No,160,Predator,3.5,0.37,33.41,14.29830391,16.44454249,27.23043214,S4,Mobile Inverts,Mob,Day,SmallG,Bottom,25.6,28,29.1,34.61506104,17.41070033,73.8070014,0.310534995,0.168837936,0.637319508,0.122357199,0.069576806,0.218153797,18.30179768,15.14059156,21.10987865,233.5945628,37.72846186,923.4033133,63.08614312,29.09699739,139.9174055,0.545369799,0.327972204,1.1326297,Galligan,
Parupeneus rubescens,Mullidae,Goatfishes,Rosygoatfish,Mkundaji,No,160,Predator,3.5,0.37,34.51,15.21810982,17.74424826,29.65871555,S4,Mobile Inverts,Mob,Day,SmallG,Bottom,NA,NA,NA,32.83509721,16.59177077,69.46903082,0.304069334,0.165064481,0.622425143,0.12096971,0.069097261,0.215903455,18.31433945,15.14880319,21.12249539,227.1828697,36.83996673,898.237408,64.16937279,29.73960491,141.7039181,0.535223531,0.322383597,1.114387061,Galligan,
Pempheris adusta,Pempheridae,Sweepers,Dusky sweeper,Tafi,Yes,NA,NA,NA,NA,24.02,13.98328465,15.21178065,22.82485031,S3,Planktivorous,Sed,Night,MedG,Low,22.7,28.2,29.2,54.49589727,29.65952266,102.6851327,1.067844154,0.602875198,1.825881963,0.203848472,0.117368705,0.351074951,19.48979551,18.39267458,20.6034265,39.26582531,10.18089323,144.5802782,12.60469524,6.291542036,26.64607422,1.094447818,0.677858459,1.74956142,Galligan,
Platax orbicularis,Ephippidae,Spadefishe,Orbicular batfish,Kivigwi,No,NA,Predator,3.33,0.49,44.84,23.17436945,27.5955427,42.5650327,S5,Omnivorous,VMob,Day,MedG,Low,24.9,28.5,29.2,40.28694991,21.25759124,74.66843087,0.614713113,0.352484129,1.266305052,0.231819517,0.116599589,0.457752812,17.90402346,16.68162258,19.04144275,57.16763365,13.83053342,213.2190334,32.41648498,15.29997209,74.91403971,1.261521923,0.807665242,1.9938742,Galligan,
Platax teira,Ephippidae,Batfishes,Longfin batfish,NA,Yes,NA,Predator,3.95,0.64,52.42,23.17436945,27.5955427,42.5650327,S5,Omnivorous,VMob,Day,MedG,Low,24.6,28.2,28.9,30.91101121,18.61607746,48.05755131,0.422639063,0.263652818,0.701187286,0.125850715,0.083697375,0.188201041,19.39207211,18.27465473,20.45141508,58.9935118,18.46370988,177.3313041,35.61558509,20.59813119,65.14089805,0.83617638,0.579448057,1.204581707,Galligan,
Plectorhinchus centurio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,66.5,102.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Plectorhinchus chubbi,Haemulidae,Sweetlips,Minstrel sweetlips,Fute,No,160,NA,NA,NA,55.67,31.69213911,35.66549521,58.91352551,S5,Mobile Inverts,Mob,Day,Sol,Bottom,18.7,27.7,29,27.69641093,15.22943292,50.91296007,0.426139959,0.241075693,0.8371174,0.113494911,0.059034009,0.190227625,19.27190696,17.26122169,21.33664123,50.03430565,16.13305694,148.2956321,36.25940178,19.52274936,67.8642754,0.837081596,0.480447242,1.285379075,Galligan,
Plectorhinchus flavomaculatus,Haemulidae,Sweetlips,Gold spotted sweetlips,Fute,Yes,160,Pisc-Macro-Invert,3.99,0.66,48.76,31.69213911,35.66549521,58.91352551,S5,Mobile Inverts,Mob,Day,SmallG,Bottom,22,27.6,29.1,36.22734774,21.40795988,62.89688559,0.482351468,0.272835365,0.833434454,0.139900156,0.07825581,0.218635203,19.7082542,17.75798094,21.6585473,79.07307606,32.21667644,182.8713701,40.56510787,22.97473418,69.42818784,0.952142518,0.580061934,1.366117186,Galligan,
Plectorhinchus gaterinus,Haemulidae,Sweetlips,Blackspotted sweetlips,Fute,No,160,Pisc-Macro-Invert,3.99,0.66,40.85,31.69213911,35.66549521,58.91352551,S5,Mobile Inverts,Mob,Day,Sol,Bottom,25,27.5,29.1,42.23281966,25.09113475,74.88330109,0.518329184,0.2942002,0.891162412,0.144220566,0.080366899,0.225194928,19.69816348,17.74200176,21.65977248,81.6130612,33.24154225,188.1675221,39.40790169,22.220114,67.19511025,1.001712889,0.612316494,1.432874747,Galligan,
Plectorhinchus gibbosus,Haemulidae,Sweetlips,Gibbus sweetlips,Fute,No,160,Predator,4.01,0.65,45.03,34.02335292,38.90626639,64.82290111,S5,Mobile Inverts,Mob,Day,SmallG,Bottom,25.2,28.4,29.3,37.10640359,17.80105324,83.45868441,0.592113799,0.298906746,1.285491253,0.225640651,0.098118426,0.478425617,18.12567154,16.05390604,20.26007656,53.98692988,13.76595798,195.0513073,35.08745263,14.71653774,86.06996678,1.100901619,0.599029001,1.866673986,Galligan,
Plectorhinchus lineatus,Haemulidae,Sweetlips,Diagonsal-banded sweetlips,Fute,No,160,Predator,3.88,0.59,36.8,30.10683579,33.99751115,56.4650351,S5,Mobile Inverts,Mob,Day,SmallG,Bottom,24.4,28.4,29.3,37.43389503,22.46997794,67.81865319,0.538628089,0.322582185,0.902362185,0.134895041,0.076755187,0.207303507,19.86825512,17.90297714,21.81397239,47.26377128,20.11151478,106.0207144,46.74613587,26.92089515,78.43655127,0.92155413,0.564531123,1.318701373,Galligan,
Plectorhinchus picus,Haemulidae,Sweetlips,Spotted sweetlips,Shororo,No,160,Predator,3.85,0.61,50.09,33.5815774,38.33359708,63.82612495,S5,Mobile Inverts,Mob,Day,Sol,Bottom,24.6,27.8,29,30.15690081,17.91283185,52.13070015,0.469299207,0.278341979,0.787902691,0.130837944,0.074382417,0.202189314,19.78488981,17.80894855,21.70669572,57.11735915,23.69718423,127.5984936,45.71047087,26.2121374,77.46941816,0.882043297,0.536378219,1.262369245,Galligan,
Plectorhinchus schotaf,Haemulidae,Sweetlips,Minstrel sweetlips,Fute,No,160,NA,NA,NA,56.99,31.69213911,35.66549521,58.91352551,S6,Mobile Inverts,Mob,Day,Sol,Bottom,24.3,27.9,29,35.24001947,17.14344982,71.25525398,0.591913547,0.314104861,1.131192336,0.24872151,0.113706465,0.511538791,18.35947092,16.36892291,20.39228775,77.5350238,24.07199502,251.3392372,40.17087363,19.05969462,84.93327379,1.220661549,0.71026914,1.944688082,Galligan,
Plectorhinchus sordidus,Haemulidae,NA,Sweetlips,Fute,No,160,Predator,3.99,0.66,34.78,23.45376726,25.56038026,40.51101604,S5,Mobile Inverts,Mob,Day,Sol,Bottom,24.6,27.1,28.5,42.41964187,25.03051259,76.99937797,0.551822481,0.326885417,0.944418953,0.140741048,0.080261557,0.217933154,19.85943148,17.88223142,21.80103945,55.66809652,23.35752598,126.9581631,44.29308396,25.0791784,75.02386148,0.955049395,0.581138485,1.366731789,Galligan,
Plectorhinchus vittatus,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,40,47.4,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,0.473,NA,NA,0.111,NA,NA,19.4,NA,NA,70.3,NA,NA,31.9,NA,NA,1.05,NA,NA,FishBase,
Plotosus lineatus,Plotosidae,Eelfishes,Striped eel catfish,Ngogo,Yes,NA,Other,3.09,0.39,28.28,15.26705719,17.98007946,29.34739381,S4,Mobile Inverts,Mob,Night,MedG,Bottom,24.5,28.1,29.1,79.93015909,37.19162431,180.3020197,0.857075647,0.502841005,1.483135601,0.303400179,0.131262411,0.657982258,16.77288692,14.40878347,19.16528349,92.93885946,26.49555987,315.2241808,36.03312849,16.77023362,81.34385451,1.576058149,1.020437135,2.345310184,Galligan,
Pomacanthus chrysurus,Pomacentridae,Angelfishes,Ear-spot angelfish,Zebra kipepeo,Yes,80,Predator,2.64,0,55.91,23.79175699,28.1696812,38.75230293,S4,Sessile Inverts,Sed,Day,Sol,Bottom,26,27.5,28.9,36.61633749,21.04015423,59.50921173,0.502040473,0.320712914,0.817176316,0.113691266,0.071482867,0.176642204,18.52023302,17.3354827,19.67254882,68.83277445,18.60042579,244.2183835,27.85091369,14.82763541,52.87088948,1.236850171,0.80643966,1.856455612,Galligan,
Pomacanthus imperator,Pomacanthidae,NA,NA,Soya,Yes,160,Invert-Micro,2.7,0,67.79,23.79175699,28.1696812,38.75230293,S4,Sessile Inverts,Sed,Day,Sol,Bottom,24.6,27.9,29,27.66512747,14.85093549,48.23335831,0.412865202,0.244244176,0.720123999,0.110917202,0.066148509,0.183232591,18.44963089,17.18151798,19.68314956,95.06406639,22.70656594,371.6373125,26.64526575,13.14197859,53.97617226,1.157230418,0.723825131,1.805804671,Galligan,
Pomacanthus semicirculatus,Pomacanthidae,Angelfishes,Semicircle angelfish,Jame,Yes,160,Invert-Micro,2.69,0,64.59,23.79175699,28.1696812,38.75230293,S4,Sessile Inverts,Sed,Day,Sol,Bottom,24.7,27.8,29,31.48323284,18.04777243,51.62755995,0.462045004,0.291476198,0.755816637,0.111511712,0.069983452,0.173602296,18.57031244,17.36099642,19.73086222,70.17452122,18.53506113,246.8473998,28.70819447,15.30499749,54.62176361,1.161133613,0.750848032,1.74155746,Galligan,
Pomadasys commersonnii,Pseudochromidae,Grunters,Small spotted grunter,Paa mamba,No,NA,Predator,3.25,0.38,34.02,35.50901765,39.96100407,75.79076001,S5,Mobile Inverts,VMob,Both,SmallG,Bottom,22,26.8,27.9,47.84110251,24.35080178,94.08134944,0.79965211,0.412653387,1.434642269,0.247646134,0.113149031,0.51257581,18.61173337,16.57329976,20.6097935,35.85275267,11.20073478,111.6163323,48.05593991,21.29577748,102.3520686,1.252960573,0.742670735,1.940241298,Galligan,
Priacanthus hamrur,Priacanthidae,NA,NA,Batani,Yes,NA,Invert-Micro,3.82,0.57,24.42,18.97339265,21.04729915,36.52413883,S4,Mobile Inverts,Mob,Night,SmallG,Low,19.1,26.2,28.2,53.26710986,31.61317874,86.15818582,0.624070195,0.409454393,1.032189873,0.128595042,0.08441511,0.193035351,19.42216536,18.36297317,20.42559576,31.4766636,10.16256325,94.79399834,37.54670253,21.4361249,68.79857596,0.99837584,0.685077795,1.444233045,Galligan,
Pseudalutarius nasicornis,Monacanthidae,Filefishes,Rhinoceros leatherjacket,Kunju miba,No,80,Predator,3.5,0.37,24.79,10.07722175,10.17007216,17.65566031,S3,Mobile Inverts,VMob,Day,Pair,Bottom,22.4,27.7,29,52.73311265,17.08918093,163.6931844,1.167440502,0.620714551,2.218139249,0.199794637,0.085590591,0.426623407,19.43840746,17.19305503,21.69054548,46.61468778,15.0977712,146.1856913,16.7312044,7.531896412,37.54972867,1.228235296,0.68672435,2.119797322,Galligan,
Pterocaesio chrysozona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,13.4,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Pterois miles,Scorpaenidae,Scorpionfishes,Lionfish,Chale,Yes,NA,NA,NA,NA,58.74,16.34299742,18.01449927,30.16296241,S4,Carnivorous,Sed,Night,Sol,Low,24.5,27.6,29.3,43.93635293,22.20232226,101.6874706,0.542950693,0.26452705,1.05562784,0.229719055,0.106048538,0.605499292,18.3441814,16.31940749,20.31931805,279.8156754,96.36959677,830.0618655,34.24113156,15.75234743,77.57749658,0.973472717,0.644006131,1.494749849,Galligan,
Rastrelliger kanagurta,Albulidae,Mackerals,Stripped mackeral,Pandu,No,NA,Predator,3.190000057,0.3788,20.51,17.88105376,14.60852337,28.97435201,S4,Planktivorous,VMob,Both,LargeG,High,23.7,27.3,28.3,204.1031282,58.97481999,513.4722023,2.971835954,1.540146404,5.988203107,0.376335252,0.175182138,0.809418017,20.76265677,19.5400068,21.90907369,19.186111,4.445687776,82.62440565,47.03288261,15.73999553,147.3714583,1.189315165,0.615723015,3.214329539,Galligan,
Rhinecanthus aculeatus,Balistidae,Triggerfishes,Picassofish,Kikande,Yes,160,Predator,3.220000029,0.426,29.81,14.34545346,14.28621945,29.92164662,S4,Mobile Inverts,Sed,Day,Sol,Bottom,24.5,27.7,29,57.64599,22.6350065,120.5349204,0.634954706,0.399159591,1.246225811,0.125239188,0.062731527,0.25094316,18.62223216,16.52569521,20.64973195,49.52728644,15.12680611,157.2561044,32.5650257,17.11260054,67.70710912,1.170236462,0.765545926,1.792465051,Galligan,
Rhinecanthus rectangulus,Balistidae,Triggerfishes,Wedge piucassofish,Kikande,Yes,160,Variable,NA,NA,29.77,15.74576414,15.7608924,32.86888014,S4,Mobile Inverts,Sed,Day,Sol,Bottom,24.8,28.3,29.3,59.07957055,23.36507528,125.7692219,0.618753868,0.376605208,1.230973849,0.131226116,0.066389182,0.263387497,18.74380229,16.68130859,20.77060566,57.10487193,17.58408376,183.7446642,32.11371188,16.65286645,68.29239603,1.123464997,0.731644452,1.71401366,Galligan,
Rhinoptera javanica,Dasyatidae,Rays,Flapnose ray,Taa,No,NA,Predator,3.28,0.37,90,58.63229034,68.20609603,108.5946437,NA,NA,NA,NA,NA,NA,24.2,28.4,29.2,14.95753525,1.813599815,81.30865301,0.544319474,0.093736371,2.125974839,0.150900809,0.047006684,0.488875068,19.64428396,17.04791847,22.24531962,29.48847396,5.594994905,154.8600366,33.16808153,7.39703316,141.958391,0.962517275,0.249080169,3.76989833,Galligan,
Sardinella albella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sardinella longiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,13.1,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sardinella melanura,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,1.82,NA,NA,0.293,NA,NA,20.5,NA,NA,32,NA,NA,85.8,NA,NA,1.17,NA,NA,FishBase,
Sardinella neglecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,8.2,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sargocentron caudimaculatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,16.1,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sargocentron praslin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,20.7,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Sargocentron tiereoides,Sargocentridae,Squirrelfishes,Pink squirrelfish,NA,Yes,NA,Predator,3.55,0.6,14.62,11.52430639,10.38774593,19.287435,S3,Mobile Inverts,Mob,Night,Sol,Low,26.6,28.5,29.3,86.7141622,32.48662485,283.1796981,0.517863505,0.245420093,1.550227129,0.153608555,0.065448263,0.364673032,19.16588336,17.99852342,20.37650121,61.02730554,23.580951,161.8274644,37.07873057,20.22095056,66.19417581,1.878020046,0.871755003,3.660540134,Galligan,
Saurida gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,20.7,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Scarus,Scaridae,Parrotfishes,NA,Pono,Yes,120,NA,NA,NA,NA,67.21923117,85.87390261,148.4825553,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9977592,24.74169419,67.18872054,0.88100098,0.567184345,1.408519359,0.100271617,0.062886819,0.161399604,18.623687,16.49876647,20.5255925,19.61216608,5.719232611,68.60339021,20.21894792,12.24688281,35.52668438,2.31219934,1.624787261,3.216843819,Galligan,
Scarus falcipinnis,Scaridae,Parrotfishes,Greenbelly parrotfish,Pono,No,120,Grazer,2,0,34.31,21.20195955,29.64031457,35.79558653,S5,Herbivorous detritivorous,Mob,Day,SmallG,Bottom,25.7,28.5,29.2,29.41985422,19.27168378,47.13127751,0.728041837,0.500766821,1.053217817,0.086571499,0.059416044,0.123589864,18.81082188,16.70488564,20.68847264,20.98684588,6.56288126,66.39177439,21.36612925,13.83747997,33.91425708,2.084770584,1.520790254,2.759092741,Galligan,
Scarus festivus,Scaridae,Parrotfishes,Parrotfish,Pono,Yes,120,Scrapers/Excavators,2,0,28.68,21.20195955,29.64031457,35.79558653,S4,Omnivorous,Mob,Day,Sol,Bottom,25.1,28.4,29.3,54.09316816,25.93269495,112.0874205,0.987585096,0.522737909,1.888712485,0.12565899,0.059853342,0.261657386,17.11626873,14.85184642,19.10526312,27.18207686,6.159592403,117.7935133,20.04922208,8.214446352,50.52866461,3.179491346,1.980699235,5.032539563,Galligan,
Scarus frenatus,Scaridae,Parrotfishes,Bridled parrotfish,Kangu,No,120,Scrapers/Excavators,2,0,23.6,21.98304654,28.84878571,33.01511198,S4,Omnivorous,Mob,Day,Sol,Bottom,24.7,28.2,29.3,40.57553303,26.84989211,63.40396328,0.875104324,0.600228556,1.326030662,0.090754169,0.062848933,0.129849324,18.88834654,16.79521008,20.76191522,16.81894727,5.337745263,54.94610507,21.66148201,14.35723365,33.79505143,2.229861657,1.63437858,2.932711477,Galligan,
Scarus ghobban,Scaridae,Parrotfishes,Blue parrotfish,Pono,No,120,Scrapers/Excavators,2,0,36.1,18.97752889,26.18346868,31.45576959,S5,Omnivorous,Mob,Day,SmallG,Bottom,24.5,28,29.1,32.35286089,16.62956993,59.94445989,0.913492425,0.515897323,1.635604742,0.166304769,0.086355375,0.323151748,17.64940983,15.44295325,19.62960025,22.90353608,5.501157864,92.55842547,21.63274849,10.30110841,46.15618222,2.57728217,1.696309726,3.889972489,Galligan,
Scarus globiceps,Scaridae,Parrotfishes,Violet-lined parrotfish,Pono,No,120,Scrapers/Excavators,2,0,28.68,21.20195955,29.64031457,35.79558653,S3,Omnivorous,Mob,Day,Sol,Bottom,24.9,28.4,29.3,42.33212282,24.62166258,74.79550368,0.759845036,0.470268214,1.178810203,0.062822277,0.03781337,0.102179245,18.3186099,16.19019797,20.24581676,21.5355305,6.302086729,75.61529125,21.089512,12.08190088,40.94360763,2.409956696,1.649401272,3.468754055,Galligan,
Scarus guacamaia,Scaridae,Parrotfishes,Rainbow parrotfish,Pono,No,120,Browser,NA,NA,42.46,23.54545209,33.76821573,40.95742488,S6,Herbivorous detritivorous,Mob,Day,SmallG,Low,23.7,27.3,28.1,13.62313684,7.86503126,24.83367637,0.932787005,0.546190256,1.684112747,0.115314843,0.067288326,0.19394494,19.62755108,17.55329531,21.53295499,8.282644014,2.030392868,34.21661532,12.3882693,6.762994966,24.11930892,1.344681675,0.889602834,1.994678527,Galligan,
Scarus niger,Scaridae,Parrotfishes,Swarthy parrotfish,Pono,No,120,Grazer,2,0,19.91,22.82324325,30.40751924,35.65196882,S4,Omnivorous,Mob,Day,Sol,Bottom,24.9,28.3,29.3,44.33209859,29.38427592,69.09588679,0.895348996,0.616789521,1.343333165,0.093008087,0.064502919,0.133236977,18.84043771,16.7463002,20.69592694,19.08795313,6.119739091,62.11011057,20.49633127,13.71552784,31.91589867,2.327563289,1.705279624,3.075766649,Galligan,
Scarus psittacus,Scaridae,Parrotfishes,Palenose parrotfish,Pono,No,120,Scrapers/Excavators,2,0,16.13,16.78808712,23.48611452,29.18983238,S4,Omnivorous,Mob,Day,MedG,Bottom,24.7,28.1,29,58.84691325,38.36080252,95.78416057,1.081955672,0.710285409,1.749551732,0.095735866,0.064465792,0.14151284,18.97774968,16.83489672,20.8906976,13.74729458,3.964792308,48.85504406,21.61831639,13.64736945,35.29229313,2.447376166,1.735122367,3.300555084,Galligan,
Scarus rubroviolaceus,Scaridae,Parrotfishes,Redlip parrotfish,Pono,No,120,Scrapers/Excavators,2,0,29.54,20.76318972,28.99604768,35.02078673,S5,Omnivorous,Mob,Day,SmallG,Bottom,24.9,28.3,29.3,31.09535752,20.28231582,49.00413737,0.791639628,0.539234665,1.207199219,0.08511316,0.058587531,0.12249721,18.9628561,16.85151208,20.8627733,13.64507032,4.298691726,43.77365779,23.94316083,15.77416351,38.33462615,2.003664631,1.465265128,2.643723222,Galligan,
Scarus russelii,Scaridae,Parrotfishes,Russel's snappers,Pono,No,120,Scrapers/Excavators,NA,NA,31.19,21.20195955,29.64031457,35.79558653,S5,Herbivorous detritivorous,Mob,Day,SmallG,Bottom,25.7,28.3,29.3,33.21034691,21.84883377,52.60483899,0.764232793,0.527953835,1.106732213,0.088909524,0.061299878,0.127108469,18.78203062,16.68106306,20.65789192,22.1172862,6.917971074,70.00455162,20.56659486,13.45911733,32.2353997,2.175493564,1.594509861,2.877818838,Galligan,
Scarus scaber,Scaridae,Parrotfishes,Green parrotfish,Pono,No,120,Grazer,2,0,20.37,17.10614995,23.33785982,28.13890561,S4,Omnivorous,Mob,Day,MedG,Bottom,25,28.5,29.3,47.58284121,31.49064093,74.5589811,0.929876233,0.634421261,1.406144163,0.094167172,0.0652629,0.135501874,18.84413587,16.74689082,20.69837474,18.94769686,6.015194977,61.62972372,20.30952448,13.52862162,31.79793913,2.377212115,1.739386091,3.151791247,Galligan,
Scarus tricolor,Scaridae,Parrotfishes,Parrotfish,Pono,No,120,Browser,2,0,24.91,21.20195955,29.64031457,35.79558653,S4,Omnivorous,Mob,Day,Sol,Bottom,24.9,28.4,29.3,52.50887693,34.36292671,83.02034046,0.912102713,0.621438365,1.32278316,0.098899049,0.066947413,0.142565372,18.66602602,16.58614615,20.53742253,30.09111123,9.420545764,95.34587,17.5060841,11.28262968,27.28698385,2.589038187,1.886702162,3.474721941,Galligan,
Scolopsis bimaculata,Nemipteridae,Monocle breams,Thumbprint spinecheek,Kanga macho,No,NA,Pisc-Macro-Invert,3.75999999,0.5556,27.9,13.65760497,15.71622608,25.37907499,NA,NA,NA,NA,NA,NA,24.6,27.2,29.2,64.17029248,38.25130053,126.2993632,0.654530801,0.35221256,1.164116688,0.157176308,0.093940321,0.266851959,19.27110896,17.35726189,21.01317628,64.89036778,17.48917146,179.2463493,37.21290973,20.48797795,67.76649924,1.200294846,0.754772372,1.801307073,Galligan,
Scolopsis ghanam,Nemipteridae,Monocle breams,Arabian spinecheek,NA,No,NA,Predator,3.619999886,0.5081,27.48,13.65760497,15.71622608,25.37907499,S4,Mobile Inverts,Mob,Day,SmallG,Bottom,25.1,27.6,29.1,63.85197032,38.24065229,125.1293682,0.673916323,0.366970614,1.172869922,0.153043554,0.090479177,0.258846701,19.17082159,17.25685752,20.94132547,60.68686955,16.29845503,167.7468977,37.05544664,20.64115563,65.8503063,1.244458835,0.779319533,1.857017201,Galligan,
Scomberoides tol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,30.1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Scomberomorus commerson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9,116.9,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Scorpaenopsis diabolus,Scorpaenidae,Scorpionfishes,Devil scorpionfish,NA,No,NA,Predator,4.2,0.73,40.94,16.34299742,18.01449927,30.16296241,S4,Carnivorous,Sed,Night,Sol,Bottom,24.6,27.7,29,51.1589945,26.10501602,122.3693565,0.605256626,0.31093549,1.145523937,0.231973377,0.108638314,0.60915177,18.30871385,16.30096997,20.27391904,244.3278598,89.3630552,663.2154881,34.19660667,16.12604652,75.67028497,1.038357209,0.694165564,1.573468452,Galligan,
Siganus,Siganidae,Rabbitfishes,White spotted rabbitfish,Tafi,No,200,NA,NA,NA,NA,19.10582391,25.26211207,37.87838576,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.57145427,20.15469235,111.1024635,0.887475517,0.397150994,1.868636211,0.197190781,0.094474554,0.426837016,18.95736138,17.65503545,20.24419121,20.06752781,5.755964946,70.18922394,21.94473113,8.842202699,55.84459716,1.442893706,0.663136399,3.088605777,Galligan,
Siganus argenteus,Siganidae,Rabbitfishes,Forktail rabbitfish,Tafi,No,200,Browser,2.630000114,0.2225,22.2,21.77236593,22.86830056,31.94083276,S4,Herbivorous detritivorous,VMob,Day,LargeG,Bottom,24.6,27.8,29,37.64439069,18.43720502,83.72118824,0.787653888,0.385204877,1.43194388,0.13444659,0.076273138,0.241220574,19.30163318,18.13037985,20.46791825,17.78176371,5.613404721,58.17783119,22.08032433,10.65610832,49.18109011,1.392423877,0.66327884,2.838278508,Galligan,
